"rt","serialno","division","sporder","puma","region","st","adjinc","pwgtp","agep","cit","citwp","cow","ddrs","dear","deye","dout","dphy","drat","dratx","drem","eng","fer","gcl","gcm","gcr","hins1","hins2","hins3","hins4","hins5","hins6","hins7","intp","jwmnp","jwrip","jwtr","lanx","mar","marhd","marhm","marht","marhw","marhyp","mig","mil","mlpa","mlpb","mlpcd","mlpe","mlpfg","mlph","mlpi","mlpj","mlpk","nwab","nwav","nwla","nwlk","nwre","oip","pap","relp","retp","sch","schg","schl","semp","sex","ssip","ssp","wagp","wkhp","wkl","wkw","wrk","yoep","anc","anc1p","anc2p","decade","dis","drivesp","esp","esr","fod1p","fod2p","hicov","hisp","indp","jwap","jwdp","lanp","migpuma","migsp","msp","naicsp","nativity","nop","oc","occp","paoc","pernp","pincp","pobp","povpip","powpuma","powsp","privcov","pubcov","qtrbir","rac1p","rac2p","rac3p","racaian","racasn","racblk","racnh","racnum","racpi","racsor","racwht","rc","sciengp","sciengrlp","sfn","sfr","socp","vps","waob","fagep","fancp","fcitp","fcitwp","fcowp","fddrsp","fdearp","fdeyep","fdisp","fdoutp","fdphyp","fdratp","fdratxp","fdremp","fengp","fesrp","fferp","ffodp","fgclp","fgcmp","fgcrp","fhicovp","fhins1p","fhins2p","fhins3c","fhins3p","fhins4c","fhins4p","fhins5c","fhins5p","fhins6p","fhins7p","fhisp","findp","fintp","fjwdp","fjwmnp","fjwrip","fjwtrp","flanp","flanxp","fmarp","fmarhdp","fmarhmp","fmarhtp","fmarhwp","fmarhyp","fmigp","fmigsp","fmilpp","fmilsp","foccp","foip","fpap","fpernp","fpincp","fpobp","fpowsp","fprivcovp","fpubcovp","fracp","frelp","fretp","fschgp","fschlp","fschp","fsemp","fsexp","fssip","fssp","fwagp","fwkhp","fwklp","fwkwp","fwrkp","fyoep","pwgtp1","pwgtp2","pwgtp3","pwgtp4","pwgtp5","pwgtp6","pwgtp7","pwgtp8","pwgtp9","pwgtp10","pwgtp11","pwgtp12","pwgtp13","pwgtp14","pwgtp15","pwgtp16","pwgtp17","pwgtp18","pwgtp19","pwgtp20","pwgtp21","pwgtp22","pwgtp23","pwgtp24","pwgtp25","pwgtp26","pwgtp27","pwgtp28","pwgtp29","pwgtp30","pwgtp31","pwgtp32","pwgtp33","pwgtp34","pwgtp35","pwgtp36","pwgtp37","pwgtp38","pwgtp39","pwgtp40","pwgtp41","pwgtp42","pwgtp43","pwgtp44","pwgtp45","pwgtp46","pwgtp47","pwgtp48","pwgtp49","pwgtp50","pwgtp51","pwgtp52","pwgtp53","pwgtp54","pwgtp55","pwgtp56","pwgtp57","pwgtp58","pwgtp59","pwgtp60","pwgtp61","pwgtp62","pwgtp63","pwgtp64","pwgtp65","pwgtp66","pwgtp67","pwgtp68","pwgtp69","pwgtp70","pwgtp71","pwgtp72","pwgtp73","pwgtp74","pwgtp75","pwgtp76","pwgtp77","pwgtp78","pwgtp79","pwgtp80"
"P","2013000361893","9","01","11614","4","53","1061971",15,23,1,,"1","2","2","2","2","2",,,"2",,,,,,"1","2","2","2","2","2","2",50,15,2,"01","2","5",,,,,,"1","4",,,,,,,,,,"3","5","3","3","3",0,0,"00",0,"1",,"21",0,"1",0,0,80000,40,"1","1","1",,"2","148","032",,"2","2",,"1","2408",,"1","01","7380","073","031",,,,"6","5415    ","1",,"0","1020",,80000,80050,"042",501,"11600","053","1","2","3","1","01","001","0","0","0","0","1","0","0","1","0","1","2",,,"15113X",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",25,16,5,4,17,27,4,30,14,16,16,14,15,14,4,23,15,15,24,17,15,5,18,17,4,16,19,13,5,21,27,26,24,5,15,19,21,4,17,27,4,15,25,30,17,5,29,4,15,19,14,14,14,15,23,4,15,16,4,18,12,23,15,15,26,14,14,16,27,6,4,5,4,24,17,16,5,22,15,4
"P","2013000361893","9","02","11614","4","53","1061971",15,23,1,,"1","2","2","2","2","2",,,"2","1","2",,,,"1","2","2","2","2","2","2",0,15,2,"01","1","5",,,,,,"1","4",,,,,,,,,,"3","5","3","3","3",0,0,"13",0,"1",,"21",10000,"2",0,0,10000,25,"1","4","1",,"1","050","999",,"2","2",,"1","6007",,"1","01","5580","073","031","1170",,,"6","4539    ","1",,"0","2600","4",20000,20000,"016",166,"11600","053","1","2","3","1","01","001","0","0","0","0","1","0","0","1","0","2","2",,,"271010",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",28,15,5,4,13,27,4,29,15,19,15,18,16,16,5,22,13,15,26,20,16,5,17,16,5,16,14,14,5,21,27,28,24,5,18,17,25,5,16,29,4,16,26,25,15,5,33,4,16,15,15,13,15,14,25,4,15,17,5,16,15,27,14,15,28,14,13,17,28,5,5,4,5,23,16,18,6,29,15,5
"P","2013000365176","9","04","11605","4","53","1061971",45,17,5,,,"2","1","2","2","2",,,"2",,"2",,,,"2","2","2","1","2","2","2",0,,,,"2","5",,,,,,"1","4",,,,,,,,,,"2","5","2","2","3",0,0,"03",0,"2","14","14",0,"2",0,0,0,,"3",,"2",2009,"1","750","999","7","1",,"8","6",,,"1","01",,,,,,,"6",,"2","7","1",,"4",0,0,"217",8,,,"2","1","3","6","49","008","0","1","0","0","1","0","0","0","1",,,,,,,"4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",71,48,72,72,78,70,40,33,76,77,39,62,78,42,48,42,51,65,36,49,11,58,14,18,14,14,42,44,16,14,47,14,14,56,51,47,40,11,37,44,100,50,70,51,77,68,43,42,95,66,41,77,82,45,65,46,40,59,47,48,14,49,14,12,19,14,44,52,15,12,49,12,13,42,41,35,50,10,33,49
"P","2013000367984","9","03","11610","4","53","1061971",17,21,1,,"1","2","2","2","2","2",,,"2","1",,,,,"2","1","2","2","2","2","2",0,,,,"1","5",,,,,,"1","4",,,,,,,,,,"2","5","2","2","3",0,0,"02",0,"2","15","20",0,"1",0,0,2500,10,"1","2","2",,"1","706","999",,"2",,,"6",,,"1","01","8680",,,"1970",,,"6","722Z    ","1",,"0","4030",,2500,2500,"053",218,,,"1","2","2","6","43","005","0","1","0","0","1","0","0","0","0",,,,,"352021",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",6,17,4,5,6,4,14,19,5,6,21,4,5,15,16,15,13,7,15,33,16,24,18,17,17,16,27,31,17,16,19,15,20,29,32,24,26,18,32,17,4,20,5,5,5,6,23,15,4,5,17,4,5,16,14,19,22,6,15,27,17,23,16,14,20,18,22,27,14,15,25,17,14,31,28,25,38,18,29,17
"P","2013000381124","9","01","11614","4","53","1061971",8,19,1,,,"2","2","2","1","2",,,"1",,"2",,,,"2","2","2","1","2","2","2",0,,,,"2","5",,,,,,"3","4",,,,,,,,,,"3","5","3","3","3",160,0,"16",0,"3","13","14",0,"2",0,0,0,,"3",,,,"4","999","999",,"1",,,"6",,,"1","01",,,,,"11600","053","6",,"1",,"0",,,0,160,"006",,,,"2","1","2","1","01","001","0","0","0","0","1","0","0","1","0",,,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",,"0","0","0",,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","1","1","1","0","0","0","0","0","1","1","1","1","1","0","1","1","1","0","1","0","0","0",1,8,7,8,15,13,6,15,1,15,1,7,1,1,6,7,7,8,7,7,7,12,1,1,5,7,17,7,7,7,7,13,7,7,0,1,15,17,1,15,0,7,6,7,14,17,7,12,0,12,1,8,0,1,8,7,7,7,7,8,6,13,1,0,7,7,14,7,8,7,8,14,8,9,0,0,12,14,0,14
"P","2013000384287","9","03","11614","4","53","1061971",51,21,1,,,"2","2","2","2","2",,,"2","1",,,,,"2","2","2","2","2","2","2",0,,,,"1","5",,,,,,"1","4",,,,,,,,,,"3","5","3","3","3",0,0,"02",0,"2","15","19",0,"1",0,0,0,,"3",,,,"4","999","999",,"2",,,"6",,,"2","01",,,,"1250",,,"6",,"1",,"0",,,0,0,"053",166,,,"2","2","1","1","01","001","0","0","0","0","1","0","0","1","0",,,,,,,"1","1","0","1","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","1","1","1",,"1",,"1",,"1","1","1","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","0","1","1","1","1","1","0","1","1","0","0","1","1","1","1","1","0","1","1","1","0","1","0","0","0",75,50,18,15,57,54,49,55,50,90,52,15,78,48,84,46,18,51,14,17,15,58,91,91,51,53,65,42,50,13,55,87,15,57,13,60,70,39,97,16,14,51,92,98,57,52,53,50,50,19,49,75,15,51,14,46,91,52,83,100,73,43,15,17,47,47,48,54,54,94,55,15,82,47,90,53,15,45,14,83
"P","2013000384287","9","04","11614","4","53","1061971",39,17,1,,"6","2","2","2","2","2",,,"2","1","2",,,,"2","2","2","2","2","2","2",0,,,,"1","5",,,,,,"1","4",,,,,,,,,,"3","5","3","3","3",0,0,"02",0,"2","13","14",0,"2",0,0,0,,"2",,,,"4","999","999",,"2",,"1","6",,,"2","01","8560",,,"1250",,,"6","711     ","1","4","1","2720","4",0,0,"053",166,,,"2","2","1","1","01","001","0","0","0","0","1","0","0","1","1",,,,,"272020",,"1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1","1","1",,"1",,"1",,"1","1","1","0","1","1","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","1","1","1","1","1","0","1","1","0","0","1","1","1","1","1","0","1","1","1","0","1","0","0","0",64,52,12,12,42,32,31,38,39,55,43,13,66,38,57,38,11,39,11,14,10,39,61,54,35,38,42,40,34,13,47,68,14,43,13,34,53,38,64,11,15,39,65,76,39,38,41,37,43,13,33,55,11,42,11,38,75,38,76,68,66,32,12,11,34,43,42,37,34,62,41,10,66,31,62,38,12,39,12,62
"P","2013000388010","9","03","11605","4","53","1061971",12,20,1,,,"2","2","2","1","2",,,"1",,"2",,,,"2","1","2","1","2","2","2",0,,,,"2","5",,,,,,"3","4",,,,,,,,,,"2","5","2","2","3",0,0,"02",0,"2","14","15",0,"2",8400,0,0,,"3",,"2",,"2","094","032",,"1",,,"6",,,"1","01",,,,,"11600","053","6",,"1",,"0",,"4",0,8400,"053",172,,,"1","1","3","1","01","001","0","0","0","0","1","0","0","1","0",,,,,,,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","1","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3,11,12,21,11,15,12,11,22,13,10,3,3,20,22,4,12,19,4,14,19,12,12,4,14,11,12,16,4,12,12,19,24,4,4,26,10,4,23,11,5,12,11,21,11,12,12,11,20,13,15,4,5,27,23,3,9,19,4,15,26,11,11,3,10,12,12,11,4,10,14,19,22,3,4,22,12,4,23,12
"P","2013000391871","9","04","11604","4","53","1061971",24,23,1,,"1","2","2","2","2","2",,,"2",,"2",,,,"1","2","2","2","2","2","2",0,30,1,"01","2","5",,,,,,"3","4",,,,,,,,,,"2","5","2","2","3",0,0,"12",0,"1",,"19",0,"2",0,0,25000,35,"1","1","1",,"1","051","999",,"2","1",,"1",,,"1","01","8680","070","025",,"11700","053","6","722Z    ","1",,"0","4010","4",25000,25000,"053",209,"11600","053","1","2","1","1","01","001","0","0","0","0","1","0","0","1","0",,,,,"351012",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",41,27,8,26,24,24,7,28,7,47,21,45,23,21,26,50,39,7,23,19,23,6,25,7,6,34,22,38,22,20,38,26,35,7,10,26,27,24,33,6,45,28,8,25,25,25,6,23,6,34,26,43,22,25,28,45,40,7,20,23,22,8,27,9,7,36,20,51,31,22,40,29,30,6,5,23,29,22,44,9
"P","2013000391871","9","05","11604","4","53","1061971",23,22,1,,"1","2","2","2","2","2",,,"2",,,,,,"1","2","2","2","2","2","2",0,20,,"02","2","5",,,,,,"3","4",,,,,,,,,,"3","5","3","3","3",0,0,"12",0,"1",,"19",0,"1",0,0,20000,35,"1","1","1",,"2","032","088",,"2",,,"1",,,"1","01","8990","092","049",,"11600","053","6","8121M   ","1",,"0","4720",,20000,20000,"041",167,"11600","053","1","2","1","1","01","001","0","0","0","0","1","0","0","1","0",,,,,"412010",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",43,22,6,22,24,23,8,23,7,31,22,39,26,18,24,43,41,6,21,27,24,8,24,7,8,42,24,41,23,20,34,22,41,8,6,22,25,23,36,7,36,26,7,21,21,24,7,25,6,38,25,43,23,25,25,43,33,6,21,22,22,7,24,6,8,40,23,39,25,28,49,26,30,6,7,19,25,27,37,7
"P","2013000391871","9","07","11604","4","53","1061971",23,22,1,,"1","2","2","2","2","2",,,"2",,,,,,"1","2","2","2","2","2","2",0,,,,"2","5",,,,,,"3","4",,,,,,,,,,"2","5","2","2","3",0,0,"15",0,"1",,"19",0,"1",0,0,0,,"2",,"2",,"1","939","999",,"2",,,"6",,,"1","01","8680",,,,"11700","053","6","722Z    ","1",,"0","4000",,0,0,"002",0,,,"1","2","2","1","01","001","0","0","0","0","1","0","0","1","0",,,,,"351011",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",43,22,7,23,24,24,7,23,6,32,22,39,27,18,25,42,40,8,21,26,25,8,23,7,8,42,23,41,22,21,35,22,42,8,6,21,25,23,35,7,36,26,8,22,21,25,6,25,6,37,25,43,23,25,24,43,33,6,22,23,21,7,24,7,8,39,23,39,25,28,48,25,30,7,6,19,25,27,37,6
"P","2013000391871","9","08","11604","4","53","1061971",23,22,1,,"4","2","2","2","2","2",,,"2",,,,,,"1","2","2","2","2","2","2",0,,,,"2","5",,,,,,"3","4",,,,,,,,,,"2","5","2","2","3",0,0,"15",0,"1",,"21",0,"1",0,0,25000,40,"1","5","2",,"1","050","999",,"2",,,"6","1301",,"1","01","9490",,,,"00100","006","6","92M1    ","1",,"0","3740",,25000,25000,"006",209,,,"1","2","2","1","01","001","0","0","0","0","1","0","0","1","0","1","2",,,"332011",,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44,22,7,23,24,23,7,23,7,31,22,40,25,19,25,43,41,7,21,26,25,8,24,7,8,42,23,41,23,20,35,21,42,8,6,22,25,23,36,7,36,25,7,21,20,24,7,25,7,38,25,43,23,24,25,43,34,6,22,23,22,6,24,6,7,39,22,39,25,28,49,27,30,7,6,19,25,27,37,7
"P","2013000418695","9","03","11610","4","53","1061971",11,22,1,,"1","2","2","2","2","2",,,"2","1",,,,,"1","2","2","2","2","2","2",0,,,"11","1","5",,,,,,"1","4",,,,,,,,,,"3","5","3","3","3",0,0,"02",0,"2","15","20",0,"1",0,0,28000,40,"1","1","1",,"2","194","089",,"2",,,"1",,,"1","01","7290",,,"1170",,,"6","5413    ","1",,"0","1540",,28000,28000,"053",371,"11600","053","1","2","3","1","01","001","0","0","0","0","1","0","0","1","0",,,,,"173010",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",13,3,3,20,11,19,12,12,17,12,17,3,3,12,14,11,21,12,3,11,10,4,4,17,11,16,11,10,21,12,19,3,3,11,8,13,18,12,3,12,10,24,18,3,10,3,9,10,3,13,3,20,24,12,11,13,3,13,20,12,9,18,16,3,14,4,12,12,3,11,4,20,16,9,12,10,3,9,19,11
"P","2013000418695","9","04","11610","4","53","1061971",11,20,1,,"1","2","2","2","2","2",,,"2",,,,,,"1","2","2","2","2","2","2",0,,,,"2","5",,,,,,"1","4",,,,,,,,,,"2","5","2","2","3",0,0,"02",0,"2","15","20",0,"1",0,0,0,,"2",,"2",,"1","194","999",,"2",,,"6",,,"1","01","4970",,,,,,"6","4451    ","1",,"0","4220",,0,0,"053",371,,,"1","2","4","1","01","001","0","0","0","0","1","0","0","1","0",,,,,"37201X",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",13,3,3,20,11,19,12,12,17,11,17,3,3,12,13,11,21,11,4,12,10,4,4,17,11,16,10,11,21,13,18,3,4,11,8,13,18,11,3,11,10,24,18,3,9,3,9,10,3,13,3,20,24,12,10,13,3,14,19,13,8,18,16,3,15,3,12,12,3,12,3,20,16,9,12,10,4,10,19,11
"P","2013000418695","9","05","11610","4","53","1061971",12,17,1,,"1","2","2","2","2","2",,,"2","1","2",,,,"1","2","2","2","2","2","2",0,10,2,"01","1","5",,,,,,"1","4",,,,,,,,,,"3","5","3","3","3",0,0,"02",0,"2","15","20",0,"2",0,0,2500,12,"1","1","1",,"1","194","999",,"2","2","2","1",,,"1","01","8680","216","127","1170",,,"6","722Z    ","1","1","1","5240","4",2500,2500,"053",371,"11600","053","1","2","2","1","01","001","0","0","0","0","1","0","0","1","1",,,,,"434051",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",11,3,3,14,11,21,14,16,14,10,18,4,4,12,12,9,19,12,3,14,10,4,3,19,11,23,12,15,20,14,23,3,3,12,10,11,16,13,4,9,14,16,16,4,12,4,12,11,3,10,4,17,22,14,12,16,4,10,19,13,12,17,18,5,11,3,10,11,3,11,4,19,20,13,12,15,3,11,21,14
"P","2013000419289","9","03","11605","4","53","1061971",11,19,1,,"3","2","2","2","1","2",,,"1",,,,,,"1","2","1","2","2","2","2",0,45,,"02","2","5",,,,,,"1","4",,,,,,,,,,"3","5","3","3","3",0,600,"02",0,"1",,"16",0,"1",0,2100,12700,40,"1","4","1",,"2","011","032",,"1",,,"1",,,"1","01","9370","091","043",,,,"6","9211MP  ","1",,"0","5260",,12700,15400,"053",501,"11600","053","1","1","1","1","01","001","0","0","0","0","1","0","0","1","0",,,,,"434071",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",12,5,18,10,2,2,14,10,12,9,12,14,8,4,24,14,28,12,3,15,11,4,12,11,4,5,9,15,11,8,11,13,8,4,16,13,18,11,5,5,11,15,4,12,15,16,12,10,9,12,9,5,14,16,4,10,3,9,16,3,14,20,3,15,25,18,11,10,10,11,10,3,12,21,3,8,4,11,17,18
"P","2013000422069","9","02","11613","4","53","1061971",24,20,4,2008,"2","2","2","2","2","2",,,"2","1",,,,,"2","2","2","2","2","2","2",0,,,,"1","5",,,,,,"1","4",,,,,,,,,,"2","5","2","2","3",0,0,"02",0,"2","15","16",0,"1",0,0,0,,"2",,"2",2008,"1","706","999","7","2",,,"6",,,"2","01","3080",,,"2000",,,"6","3331M   ","2",,"0","7750",,0,0,"207",188,,,"2","2","1","6","43","005","0","1","0","0","1","0","0","0","0",,,,,"512090",,"4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",19,38,21,21,24,26,40,28,29,8,8,31,48,9,19,44,7,9,20,22,25,9,21,29,20,25,6,22,23,35,41,6,7,38,22,6,38,54,28,30,29,10,19,24,26,21,6,21,21,52,45,6,7,51,21,8,46,39,23,18,22,42,23,27,27,20,32,20,27,9,7,41,46,7,18,46,8,6,22,22
"P","2013000430993","9","01","11604","4","53","1061971",28,19,1,,"1","2","2","2","2","2",,,"2",,,,,,"2","1","2","1","2","2","2",0,,,,"2","5",,,,,,"3","4",,,,,,,,,,"2","5","2","2","3",0,0,"17",0,"3","15","18",0,"1",0,0,0,,"2",,"2",,"2","750","416",,"2",,,"6",,,"1","01","3895",,,,"07300","006","6","337     ","1",,"0","8550",,0,0,"006",,,,"1","1","3","9","68","100","0","1","0","0","2","0","0","1","0",,,,,"5170XX",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4,54,4,28,51,51,52,29,5,51,28,28,28,28,5,4,29,28,27,4,28,28,29,52,28,28,28,5,28,29,49,4,53,50,29,28,4,5,52,31,4,49,5,28,49,48,52,28,5,55,27,28,28,29,5,5,30,28,28,4,29,28,28,51,27,28,28,4,27,29,52,5,52,51,28,28,4,4,50,27
"P","2013000431365","9","03","11610","4","53","1061971",18,19,1,,"9","2","2","2","2","2",,,"2",,"2",,,,"2","2","2","2","2","2","2",0,,,,"2","5",,,,,,"1","4",,,,,,,,,,"2","1","2","1","3",0,0,"02",0,"1",,"16",0,"2",0,0,0,,"3",,"2",,"2","902","720",,"2",,,"3",,,"2","01","9920",,,,,,"6","9920    ","1",,"0","9920","4",0,0,"008",333,,,"2","2","2","9","68","061","0","1","1","0","3","0","0","1","0",,,,,"999920",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",30,30,5,31,28,21,14,4,5,40,17,15,16,26,19,21,20,4,16,18,18,14,20,21,24,5,5,16,15,26,6,35,6,19,24,28,29,12,6,4,17,23,7,20,27,29,17,6,8,26,19,16,19,29,18,16,22,6,16,22,36,17,17,17,14,4,5,16,18,17,8,37,5,17,25,25,38,21,4,6
"P","2013000444973","9","03","11605","4","53","1061971",11,19,1,,"1","2","2","2","2","2",,,"2",,,,,,"1","2","2","2","2","2","2",0,10,,"09","2","5",,,,,,"1","4",,,,,,,,,,"3","5","3","3","3",0,0,"02",0,"2","15","16",0,"1",0,0,1000,10,"1","1","1",,"2","051","050",,"2",,,"1",,,"1","01","0770","090","049",,,,"6","23      ","1",,"0","6600",,1000,1000,"053",400,"11600","053","1","2","2","1","01","001","0","0","0","0","1","0","0","1","0",,,,,"473010",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4,3,11,10,9,9,14,18,12,2,21,8,15,15,5,14,5,20,12,15,3,4,7,11,14,16,10,24,11,3,20,8,14,14,3,13,3,18,16,4,19,15,15,12,9,10,13,3,9,22,3,19,4,10,20,10,20,3,9,4,24,20,10,16,15,11,11,3,10,20,2,11,4,13,19,8,18,4,10,20
"P","2013000475397","9","03","11611","4","53","1061971",15,23,1,,"1","2","2","2","1","2",,,"1",,"2",,,,"2","2","2","1","2","2","2",0,,,,"2","5",,,,,,"3","4",,,,,,,,,,"2","5","2","2","3",0,2400,"12",0,"1",,"16",0,"2",0,0,0,,"2",,"2",,"2","050","032",,"1",,,"6",,,"1","01","8590",,,,"11600","053","6","713Z    ","1",,"0","4220","4",0,2400,"004",19,,,"2","1","4","1","01","001","0","0","0","0","1","0","0","1","0",,,,,"37201X",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",15,4,21,19,19,16,24,14,5,13,23,23,14,14,23,4,14,4,5,14,14,4,23,13,15,15,26,14,4,14,22,23,17,17,28,4,14,5,4,15,15,4,27,11,14,11,26,17,4,15,25,20,17,16,28,4,12,5,5,17,13,3,21,18,16,19,28,13,4,12,23,21,14,12,20,4,17,5,5,17
"P","2013000477438","9","03","11610","4","53","1061971",45,23,5,,"1","2","2","2","2","2",,,"2","1","2",,,,"2","2","2","2","2","2","2",0,15,1,"01","1","5",,,,,,"1","4",,,,,,,,,,"3","5","3","3","3",0,0,"02",0,"1",,"16",0,"2",0,0,2800,30,"1","4","1",1995,"1","210","999","6","2","1",,"1",,,"2","02","5170","121","079","1200",,,"6","4481    ","2",,"0","4720","4",2800,2800,"303",209,"11600","053","2","2","3","1","01","001","0","0","0","0","1","0","0","1","0",,,,,"412010",,"3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",41,15,52,19,73,87,42,49,40,15,53,73,46,93,71,13,36,15,38,50,62,16,51,14,74,78,43,43,39,12,45,83,48,65,62,13,45,10,40,42,48,96,49,86,10,14,43,44,52,73,61,15,62,17,9,84,41,73,37,40,31,56,49,62,19,14,39,39,43,71,46,17,38,17,16,72,40,74,53,39
